children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
1,-884.1774762189218,32,average,1,civil marriage,1,F,companion,0,90623.12126351068,additional education
1,-1171.3221687565222,35,average,1,civil marriage,1,F,employee,0,172857.61030180802,wedding
1,-884.7335761525743,34,average,1,married,0,M,companion,0,270845.5052828307,purchase of residential property
0,344695.9860973848,68,average,1,widower/widow,2,F,pensioner,0,100967.13205163524,housing transactions
0,330941.462200859,61,average,1,civil marriage,1,F,pensioner,0,121568.55494499848,wedding
1,-2131.771406367805,34,higher,0,Single/not married,4,F,employee,0,229419.1339741364,higher education
0,-5106.006811175738,56,average,1,married,0,M,employee,0,370943.2983270616,buying your own home
1,-4188.968784743227,39,average,1,married,0,M,employee,0,162405.19934086845,buying your own home
0,-1423.352179707665,33,average,1,married,0,F,employee,0,94919.23798614992,buying your own home
0,-2431.0481364632283,46,average,1,married,0,M,companion,1,116896.34618629629,specialized education
2,-2459.9151701608207,35,average,1,married,0,F,civil servant,0,64001.65823119404,additional education
4,-344.92649535464994,36,higher,0,divorced,3,F,civil servant,0,330532.1567249723,to buy a car
0,-344.55906401710814,22,Average,1,civil marriage,1,F,employee,0,100213.98920551653,wedding
1,,39,average,1,married,0,F,civil servant,0,,pursue higher education
2,,40,average,1,civil marriage,1,F,employee,0,,for a wedding
1,-8619.246820438784,44,average,1,civil marriage,1,F,employee,0,92510.71562456024,for a wedding
0,-735.6382414680335,41,average,1,married,0,M,companion,0,104494.75357856211,buying a home for a family
1,-4407.686359687148,45,average,1,married,0,F,employee,0,121965.67316402048,housing
0,-2786.4192763616247,36,average,1,married,0,F,employee,0,119721.42763841464,real estate transactions
0,364303.33058135415,62,average,1,widower/widow,2,F,pensioner,0,200508.67586621863,buying a rental property
0,337575.7653715868,44,average,1,Single/not married,4,M,pensioner,0,114008.61642118756,buying a property
1,-1131.9282052425351,23,average,1,married,0,F,companion,0,67418.11769300824,education
1,-574.4562189326742,53,average,1,married,0,M,employee,0,303518.2708724225,car deal
0,-627.6697717626947,23,average,1,civil marriage,1,F,employee,0,170199.04765617786,get married
1,379862.4724247991,61,average,1,married,0,F,pensioner,0,233843.4304475856,real estate
1,,44,average,1,married,0,F,companion,0,,real estate
0,,38,average,1,married,0,M,companion,0,,housing
0,,53,average,1,divorced,3,F,employee,0,,obtaining additional education
0,-4777.557160289816,68,Higher,0,married,0,F,employee,0,260040.2928579146,commercial real estate transactions
0,342882.6769650693,69,initial,3,widower/widow,2,F,pensioner,0,52287.29638269793,automobile
2,-4202.381103184891,33,higher,0,civil marriage,1,M,civil servant,0,209075.4147359117,get married
0,336548.86283625127,64,average,1,Single/not married,4,F,pensioner,0,82212.73353767193,education
0,,23,average,1,Single/not married,4,M,employee,0,,housing transactions
0,-1055.9418736260936,46,higher,0,married,0,M,civil servant,0,472636.9421253235,to buy a car
2,-561.4755844368575,29,average,1,civil marriage,1,F,employee,0,70510.55856043253,wedding
1,-1567.6814088000297,33,average,1,married,0,F,employee,0,85851.06559849219,to buy a used car
0,,57,average,1,civil marriage,1,M,pensioner,0,,additional education
0,-3858.207428583272,53,average,1,married,0,F,employee,0,235345.2287563473,used car deal
0,-1371.4155048821308,52,average,1,civil marriage,1,F,employee,0,182114.0434139885,for a wedding
2,,35,average,1,married,0,M,employee,1,,purchase of commercial real estate
0,,55,Higher,0,married,0,F,employee,0,,real estate transactions
0,-1320.5572836922306,33,average,1,civil marriage,1,F,companion,0,253490.15202312125,pursue higher education
0,347366.26480925124,57,average,1,civil marriage,1,F,pensioner,0,110192.53922574013,for a wedding
0,349557.1636539587,55,average,1,married,0,F,pensioner,0,127517.93030185184,real estate transactions
0,-472.71529485298896,42,higher,0,Single/not married,4,M,employee,0,257497.4963680532,real estate transactions
1,349264.1971682681,67,higher,0,Single/not married,4,F,pensioner,0,84770.2435152628,automobile
0,-3449.038183421072,36,incomplete higher education,2,married,0,F,civil servant,0,134188.79315668068,buying a home for a family
1,398300.3624571615,62,average,1,civil marriage,1,F,pensioner,0,201355.2168216901,housing transactions
0,-3042.081840448976,62,higher,0,civil marriage,1,M,companion,1,147791.4397862054,for a wedding
0,-568.4447976117667,40,average,1,civil marriage,1,M,employee,0,179082.67487715257,cars
0,-1876.270086066736,31,higher,0,Single/not married,4,F,companion,0,203308.2517411917,education
0,389359.4600377384,66,average,1,widower/widow,2,F,pensioner,0,69823.8466724274,home purchase
0,-1976.8629295418075,40,average,1,Single/not married,4,F,employee,0,66545.83680740256,automobile
0,-3442.2988636410805,38,average,1,Single/not married,4,M,companion,0,255223.5780312769,obtaining higher education
2,-119.26473777735973,29,average,1,married,0,F,employee,0,81277.05631848268,real estate transactions
3,,40,incomplete higher education,2,married,0,F,employee,0,,your car
0,-7994.155484859207,49,average,1,married,0,M,employee,0,70289.45546688308,additional education
0,-1053.704912753632,49,higher,0,Single/not married,4,F,companion,0,157438.88789904595,buying a property
0,-2263.846550966581,46,higher,0,married,0,M,employee,0,567440.3789821897,housing
2,-888.3718254375467,40,average,1,married,0,M,employee,1,157752.80259271275,residential real estate construction
0,-2869.107542956739,47,average,1,married,0,F,employee,0,228893.12088885976,buying a property
0,-2806.692830826669,33,AVERAGE,1,married,0,M,companion,1,156981.16891064288,home purchase
1,-131.87656496462944,40,average,1,civil marriage,1,M,employee,0,147847.570663728,for a wedding
0,-1261.95702490016,46,average,1,married,0,F,employee,0,62153.944214290124,home purchase
2,-1748.001959491217,43,average,1,divorced,3,M,employee,0,105842.77988819269,construction of your own real estate
0,-1723.9278858054556,51,Average,1,married,0,F,companion,0,108143.85762776205,home renovation
0,,50,higher,0,divorced,3,M,companion,0,,pursue higher education
1,,48,higher,0,married,0,F,employee,0,,additional education
0,-165.48286665802328,27,average,1,Single/not married,4,F,companion,0,232078.7049449944,home purchase
0,385428.057029377,59,average,1,widower/widow,2,F,pensioner,0,191490.5759195636,higher education
0,,65,average,1,married,0,F,pensioner,0,,real estate
1,-754.8324563135808,30,higher,0,married,0,M,employee,0,171060.9912211904,buying a home for a family
2,-424.9596180327826,28,average,1,married,0,F,employee,1,106658.78365823015,buying your own home
1,-5516.074792921193,35,average,1,married,0,F,employee,0,190643.0718251064,cars
0,374433.90669890336,62,initial,3,Single/not married,4,F,pensioner,0,66151.39642034537,buying your own home
0,373193.3786277949,63,average,1,civil marriage,1,F,pensioner,0,155238.92083191156,for a wedding
1,,40,Average,1,married,0,M,companion,0,,buying a property
2,-6260.556431285355,48,average,1,married,0,F,civil servant,0,355765.1258783808,to buy your car
2,-1011.2677036404506,36,Higher,0,married,0,M,companion,0,131445.23421299655,pursue higher education
2,-679.0516470245481,34,HIGHER,0,civil marriage,1,M,companion,0,342611.03562412155,for a wedding
0,-3026.706578200927,44,Average,1,married,0,M,employee,0,251777.8562108916,home renovation
1,-4342.202160355454,30,incomplete higher education,2,civil marriage,1,F,employee,0,160686.86292467505,real estate transactions
0,-3527.1623754761195,49,average,1,civil marriage,1,F,civil servant,0,118438.9120972966,get married
0,-2264.1252986358013,37,Average,1,civil marriage,1,F,employee,0,204685.36843242624,get married
0,-1295.9333481331846,33,higher,0,Single/not married,4,F,civil servant,0,153032.17069634268,purchase of commercial real estate
0,331522.67000576004,65,average,1,married,0,M,pensioner,0,90441.52974791148,your car
0,-1516.3754264674285,23,average,1,civil marriage,1,M,employee,0,95025.63597940684,wedding
0,,55,average,1,widower/widow,2,F,companion,0,,buying a property
0,377941.8283534289,59,average,1,married,0,F,pensioner,0,88749.93361908864,education
0,-2430.1667018015187,45,average,1,civil marriage,1,M,companion,0,133179.8529943092,get married
1,-1318.9040100935265,30,average,1,married,0,M,civil servant,0,104383.55675602774,buying your own home
2,-5425.2019196052415,45,average,1,married,0,F,employee,0,99012.10816125394,commercial real estate transactions
0,-2371.6201167135323,39,average,1,married,0,F,employee,0,152976.29571743903,operations with your real estate
0,,55,average,1,married,0,F,pensioner,0,,engage in education
0,346639.41391550016,67,average,1,widower/widow,2,F,pensioner,0,58069.8317040476,specialized education
0,-115.87603563546683,19,average,1,Single/not married,4,F,companion,0,131967.2618894232,commercial real estate transactions
3,-1870.9715118103525,34,INCOMPLETE HIGHER EDUCATION,2,married,0,F,employee,0,171018.1002328839,home renovation
0,386587.8008535328,54,average,1,married,0,F,pensioner,0,67375.62616550153,real estate construction
4,-1673.3715355783286,37,average,1,civil marriage,1,F,employee,0,126955.46158676884,real estate
0,332519.74226760794,59,average,1,divorced,3,F,pensioner,0,229378.5654712068,education
0,-157.1752138342437,49,higher,0,Single/not married,4,F,companion,0,199947.83022874728,engage in education
0,-4600.120481298623,52,average,1,Single/not married,4,F,employee,0,90535.99120893504,purchase of residential property
0,-2125.8238552925463,47,average,1,civil marriage,1,M,employee,0,403355.7428292888,used car deal
1,-1005.4653429509287,34,average,1,civil marriage,1,M,employee,0,229546.24302893263,for a wedding
0,-1727.072792704747,57,average,1,widower/widow,2,F,employee,0,172424.964634694,home purchase
0,-677.0077221692435,22,average,1,Single/not married,4,F,companion,1,101781.22539561188,housing
1,-232.630155810304,29,average,1,married,0,F,employee,0,107344.26263182904,additional education
0,-285.1750348601372,47,average,1,married,0,M,employee,0,189083.61933970667,obtaining additional education
1,-7630.315266996992,43,average,1,married,0,M,employee,0,197224.5063817232,to buy a car
3,-3067.097357678106,27,average,1,civil marriage,1,F,employee,0,30375.00683650244,getting an education
1,-2536.2882113926944,45,HIGHER,0,married,0,F,companion,1,347011.39233836177,engage in education
0,-5730.569282658415,38,higher,0,married,0,M,employee,0,341982.20625620306,buying a home for a family
0,-1198.2809136383146,43,higher,0,divorced,3,M,civil servant,0,191350.461476328,residential real estate construction
0,,46,average,1,married,0,F,employee,0,,buying a rental property
0,332152.67070262285,59,higher,0,married,0,F,pensioner,1,198200.66874874925,purchase of commercial real estate
0,382369.1175815874,57,average,1,widower/widow,2,F,pensioner,0,45542.10696986715,automobile
0,-945.373590511218,49,higher,0,married,0,M,employee,0,153856.47687866382,home purchase
0,373746.1861796684,57,average,1,widower/widow,2,F,pensioner,0,50994.826348450384,home purchase
0,-783.3341558596153,51,higher,0,married,0,M,companion,0,223957.30508167387,commercial real estate transactions
0,334100.00225720595,61,average,1,civil marriage,1,F,pensioner,0,87653.10289833865,for a wedding
1,-576.5070601613265,44,average,1,married,0,M,employee,1,194579.3554352437,obtaining higher education
0,-1265.408555780544,53,average,1,married,0,F,employee,0,130461.59545215244,obtaining additional education
1,-327.01494400400213,25,average,1,married,0,M,employee,0,187899.25325203864,education
0,332207.7067233837,58,average,1,married,0,F,pensioner,1,145798.65609399017,your car
0,-241.90092889567265,36,AVERAGE,1,married,0,M,employee,0,160528.6662867175,home renovation
0,-3828.03477437477,46,average,1,married,0,F,companion,0,199675.0476575368,real estate construction
2,-1277.265111997609,37,incomplete higher education,2,married,0,M,employee,0,258347.7952345856,your car
0,-1308.144972608517,21,higher,0,civil marriage,1,F,companion,0,80882.0171486039,housing
0,-2847.503084796925,44,higher,0,married,0,M,employee,0,186130.86242562628,buying a home for a family
1,-1164.233150859904,39,average,1,civil marriage,1,F,employee,0,169519.34604281472,get married
0,374578.0653106083,55,average,1,civil marriage,1,F,pensioner,0,125596.09757871572,used car deal
0,-394.3404701908931,48,average,1,civil marriage,1,M,employee,0,135267.4816505015,for a wedding
1,-1190.159839573515,48,average,1,widower/widow,2,F,employee,0,234593.7642535377,housing transactions
0,,59,average,1,Single/not married,4,F,employee,0,,real estate transactions
1,-3421.2206585036824,33,Higher,0,married,0,F,companion,0,390064.213711457,residential real estate construction
0,-995.5496521801936,43,average,1,civil marriage,1,M,employee,1,143302.99961358574,housing
1,-3285.7268733995948,27,average,1,married,0,F,employee,0,259714.25405859,getting an education
2,-926.3949951032675,35,higher,0,civil marriage,1,F,companion,0,129571.45144442968,housing
1,,48,Higher,0,Single/not married,4,F,civil servant,0,,home renovation
2,-1351.5140783251054,40,average,1,married,0,M,employee,0,420766.6393187482,housing transactions
0,-2514.5453591125925,28,higher,0,civil marriage,1,F,employee,0,226048.3710533956,wedding
0,366906.63979064673,55,average,1,married,0,F,pensioner,0,112424.53391437676,automobile
0,-1483.1777891030524,42,average,1,married,0,F,employee,0,212179.95333710755,car deal
0,-5505.1524468394055,60,higher,0,Single/not married,4,F,companion,0,195181.0618706128,buying a property
2,-3231.940869720412,39,AVERAGE,1,civil marriage,1,F,employee,0,74817.4968733159,wedding
0,-1453.2112327905097,32,HIGHER,0,married,0,F,employee,0,87599.20314280485,housing
1,-669.3964471694437,27,higher,0,Single/not married,4,M,companion,0,85749.31502452062,pursue higher education
0,343480.87018263823,53,AVERAGE,1,married,0,F,pensioner,0,42151.122604080105,engage in education
1,-106.15525153334788,47,AVERAGE,1,widower/widow,2,F,employee,0,68021.68406281502,buying your own home
0,-2922.866017195539,27,higher,0,married,0,F,employee,0,252782.5244018377,real estate construction
0,397336.0814555146,64,Average,1,widower/widow,2,F,pensioner,0,182926.3036275132,specialized education
0,383300.0625763162,54,average,1,married,0,F,pensioner,0,210536.5588882549,buying a property
0,348232.25629612646,50,average,1,married,0,F,pensioner,0,70345.71714634652,residential real estate construction
1,-1702.3573431013062,49,average,1,married,0,M,employee,0,308147.9770061585,residential real estate construction
1,-2766.243884238525,34,average,1,civil marriage,1,F,employee,0,148283.90895512313,get married
0,-900.0445140352945,30,average,1,Single/not married,4,F,civil servant,0,112565.76568539854,real estate transactions
0,,51,average,1,married,0,F,employee,1,,buying a rental property
0,329182.8451571358,54,higher,0,married,0,F,pensioner,0,62571.006926147646,purchase of commercial real estate
0,375045.2873170437,57,higher,0,married,0,F,pensioner,0,593261.699389169,real estate transactions
0,376924.2946957385,61,higher,0,married,0,F,pensioner,0,282485.9240161776,higher education
0,-2676.977538664547,45,higher,0,married,0,F,employee,0,298448.9194912905,specialized education
0,-679.1360798456212,50,average,1,married,0,F,employee,0,113685.10209399414,higher education
3,-1795.2522641257617,39,average,1,civil marriage,1,F,employee,0,189185.5852041737,obtaining higher education
0,-1172.1886523429555,24,incomplete higher education,2,married,0,M,companion,0,268534.9178821679,to buy a used car
0,-4164.518916451052,48,average,1,civil marriage,1,F,employee,0,212606.8022312132,to buy your car
0,365882.5885285432,67,average,1,civil marriage,1,F,pensioner,0,191912.1342787582,buying a home for a family
0,-754.7320958331245,42,higher,0,civil marriage,1,F,companion,0,86908.62360004071,get married
2,-4908.553230778513,37,higher,0,civil marriage,1,M,employee,0,120406.03190255463,wedding
0,354704.1976080725,54,average,1,Single/not married,4,F,pensioner,0,122095.88502009692,housing
0,384408.9377344616,62,average,1,Single/not married,4,F,pensioner,0,97799.83666185258,home renovation
0,-338.3974625686715,39,average,1,divorced,3,F,employee,0,331555.54488873057,to buy a car
0,400008.5532248253,72,average,1,Single/not married,4,F,pensioner,0,162972.12630459652,home renovation
1,-627.1857698567652,21,average,1,civil marriage,1,M,employee,0,163894.31212223537,for a wedding
1,-1416.1155852098968,33,average,1,married,0,M,employee,0,214690.276479038,housing
0,-1984.423096036232,36,average,1,Single/not married,4,F,companion,0,232141.8762484216,pursue higher education
0,-1725.6055429518717,41,average,1,married,0,F,employee,0,202145.665531252,education
1,-2055.945345433258,39,higher,0,widower/widow,2,F,employee,0,70373.87566412428,home renovation
1,-1759.1807109729532,34,average,1,married,0,F,employee,0,32299.96000219129,buying your own home
0,363492.3811105585,67,average,1,Single/not married,4,F,pensioner,0,129106.08444331432,housing
0,329949.2637738568,64,average,1,widower/widow,2,F,pensioner,0,261408.0040660753,automobile
0,-913.1481176528608,31,higher,0,Single/not married,4,F,employee,0,167971.12118354804,obtaining higher education
1,-826.8403732170059,24,higher,0,civil marriage,1,F,employee,0,126600.91097484414,wedding
0,-1127.0797239264054,44,average,1,married,0,M,employee,0,106392.48867483754,buying a property
0,,51,higher,0,married,0,M,employee,0,,housing transactions
0,-131.55001454689744,55,average,1,married,0,M,employee,0,202273.5800637201,construction of your own real estate
0,-865.0029683180505,53,average,1,civil marriage,1,M,employee,0,96090.16019908217,get married
0,-2929.224040903323,37,average,1,married,0,M,employee,0,182558.48622817383,residential real estate construction
0,366982.4421917664,59,Initial,3,widower/widow,2,F,pensioner,0,68397.7889351511,operations with your real estate
0,-7188.476595844089,54,higher,0,married,0,M,employee,0,477750.7957050054,used car deal
1,-676.1623000480132,28,higher,0,married,0,M,companion,0,477418.8315111282,real estate
0,-5138.302522405341,43,average,1,civil marriage,1,F,employee,0,253292.40853723124,buying a home for a family
0,-11278.180447381976,53,average,1,married,0,F,employee,0,235666.18643628704,to buy a car
0,335644.13465181284,43,higher,0,widower/widow,2,F,pensioner,0,121280.830078353,cars
0,347892.35928447987,68,average,1,married,0,F,pensioner,0,93440.48954195752,operations with your real estate
0,-3424.468481627795,58,average,1,married,0,F,companion,0,394465.1968808324,home purchase
2,-2389.281012551515,34,average,1,married,0,F,companion,0,207350.0868346732,operations with your real estate
0,-2828.701927984344,57,average,1,divorced,3,M,companion,0,78783.81633712049,to buy a used car
2,-632.7256621840236,20,average,1,married,0,M,employee,0,61131.558567022665,purchase of residential property
0,398662.21961493045,56,average,1,married,0,F,pensioner,0,110711.1254073526,buying your own home
0,-1253.722090262543,41,incomplete higher education,2,civil marriage,1,F,companion,0,144349.49925685494,pursue higher education
0,-574.9959234695825,40,average,1,married,0,F,employee,0,161158.80630789482,cars
1,,57,higher,0,divorced,3,F,employee,0,,operations with your real estate
2,-3711.696342813176,47,INCOMPLETE HIGHER EDUCATION,2,divorced,3,F,employee,0,198330.7109530078,pursue higher education
1,-936.7230149396346,33,average,1,married,0,F,employee,0,157412.91601975678,home renovation
1,-3709.838941460647,45,average,1,married,0,F,civil servant,0,178269.93430843845,automobile
0,-1411.7377748451404,27,average,1,married,0,M,employee,0,95143.928600207,specialized education
0,340570.5090808196,61,higher,0,married,0,F,pensioner,0,139766.7379080057,residential real estate construction
0,366963.3109217442,69,average,1,widower/widow,2,F,pensioner,0,100293.87481309436,purchase of residential property
2,-2132.792201455138,33,higher,0,married,0,F,employee,1,147585.86093421894,buying your own home
0,367448.3254082271,69,average,1,married,0,F,pensioner,0,56612.29094093407,housing
0,-3948.224795314823,49,average,1,married,0,F,employee,0,43538.89530302036,home purchase
0,,46,higher,0,married,0,F,companion,0,,buying a property
0,-1181.1002889960291,24,average,1,married,0,F,employee,0,58422.38400283603,additional education
0,373811.6390053568,64,average,1,widower/widow,2,F,pensioner,0,75787.92688733904,buying a home for a family
0,-2591.5801485165352,34,average,1,Single/not married,4,M,employee,0,103082.40842119434,to buy a used car
1,-1605.9592252561108,39,average,1,married,0,F,employee,0,144364.5228467155,home renovation
0,-1124.7646211346205,27,average,1,married,0,M,companion,0,260391.97595406589,commercial real estate transactions
1,-4518.876356683199,53,average,1,married,0,M,employee,0,225851.18196373788,home renovation
0,360132.9225445307,67,Average,1,widower/widow,2,F,pensioner,0,288332.8874646221,specialized education
0,,41,average,1,married,0,F,employee,0,,buying a home for a family
0,358732.4754412672,64,INCOMPLETE HIGHER EDUCATION,2,married,0,F,pensioner,0,412386.347106348,home purchase
0,-1760.8878456218931,36,average,1,married,0,M,employee,0,316206.27116558107,obtaining higher education
2,-184.5983888061984,46,average,1,married,0,F,companion,0,141663.0003487096,higher education
0,-4989.068201929922,64,average,1,married,0,M,companion,0,247669.308875058,home purchase
0,-1441.1397928527929,34,higher,0,married,0,F,civil servant,0,221794.6865628468,buying your own home
0,-4022.062040383069,43,average,1,civil marriage,1,M,employee,0,75944.91394649014,construction of your own real estate
0,-7040.241657612402,42,HIGHER,0,married,0,M,employee,0,195170.08042760976,buying your own home
0,388227.9370524591,52,higher,0,married,0,M,pensioner,1,179937.10107735265,buying a property
1,-2096.530359794336,42,average,1,married,0,F,employee,0,195123.7957584072,residential real estate construction
0,-3891.402929438224,31,average,1,Single/not married,4,M,employee,0,100148.95199124709,obtaining additional education
0,-1070.04375141698,56,average,1,married,0,F,employee,0,110013.11779771096,to buy your car
0,397768.8802445651,71,average,1,Single/not married,4,M,pensioner,0,223471.56877440613,buying a home for a family
0,-432.9431035999615,30,average,1,Single/not married,4,F,employee,0,86218.54669636044,commercial real estate transactions
0,363807.53154920007,65,initial,3,married,0,F,pensioner,0,117137.35282495996,to buy a car
0,,32,average,1,Single/not married,4,M,companion,0,,transactions with your real estate
1,-2089.1137157512426,33,higher,0,married,0,M,companion,0,271472.7952364757,buying a property
1,-2521.934228530773,30,average,1,civil marriage,1,F,civil servant,1,276740.27145391173,your car
0,-809.6878437101286,46,average,1,married,0,F,companion,0,297563.55682284967,education
0,-1728.9149915207352,26,higher,0,married,0,F,civil servant,0,124388.9653917915,automobile
0,-2357.45987246544,38,average,1,married,0,F,companion,0,267537.3423973187,cars
0,-1875.9720125305307,0,average,1,married,0,F,companion,0,167713.21206370054,to buy your car
0,-10080.60539363857,54,higher,0,civil marriage,1,F,employee,0,235027.91106176423,for a wedding
1,-1919.435673200373,42,higher,0,married,0,F,companion,0,349371.4433585773,education
2,-4371.921724404406,34,average,1,married,0,F,employee,0,120983.11214792606,to buy a used car
1,-455.2406431105671,38,average,1,civil marriage,1,F,employee,0,110451.268471544,wedding
0,-3000.1202200989464,30,higher,0,married,0,F,companion,0,295827.5473892229,buying your own home
2,-4577.7536299691055,37,average,1,married,0,M,employee,0,188692.48521898407,real estate
1,-1173.1285939302609,41,average,1,Single/not married,4,M,companion,0,161912.34102653072,your car
0,392152.0127466768,56,average,1,divorced,3,F,pensioner,0,117523.73067128664,pursue higher education
0,-754.2946041995523,59,average,1,widower/widow,2,F,companion,0,57640.45827063128,higher education
0,-1001.334687044404,51,AVERAGE,1,civil marriage,1,F,employee,0,54928.91035121876,wedding
1,-969.41325761219,55,average,1,divorced,3,M,employee,0,93962.68035575176,construction of your own real estate
0,-396.48837021072944,36,average,1,civil marriage,1,M,companion,0,93089.6150027778,wedding
0,339945.590965415,57,average,1,widower/widow,2,F,pensioner,0,97629.40384151094,obtaining additional education
1,-1758.2789285192698,24,average,1,married,0,M,employee,0,208017.2601204857,operations with your real estate
1,-3915.595114082557,38,higher,0,married,0,F,employee,0,89058.67258278899,automobile
0,-646.5450471546129,28,average,1,married,0,M,employee,0,192390.4459225981,your car
1,,33,higher,0,civil marriage,1,M,employee,0,,used car deal
0,-554.1792662636844,33,higher,0,Single/not married,4,F,employee,0,110525.40228255947,home renovation
1,-6776.222574597668,38,Higher,0,married,0,F,employee,0,64328.87989119608,purchase of commercial real estate
4,,33,average,1,married,0,F,civil servant,0,,buying a home for a family
0,-488.13139960478486,43,average,1,married,0,M,companion,0,89541.48461490047,real estate
1,-115.37047871289136,28,higher,0,married,0,M,employee,0,168963.66722642552,to buy your car
0,-1790.3531193427334,48,average,1,civil marriage,1,M,companion,0,213732.67457760105,purchasing a car
0,-144.28285293977348,56,average,1,civil marriage,1,F,companion,1,92923.97922368988,get married
0,-1272.820566983897,58,average,1,widower/widow,2,F,employee,0,268082.5616789703,housing transactions
2,-1353.5255341539653,37,average,1,divorced,3,M,companion,0,524115.18844414025,real estate transactions
0,-869.0574449215221,46,average,1,married,0,F,employee,0,51273.35369291823,operations with your real estate
0,388407.46141292906,63,average,1,widower/widow,2,F,pensioner,0,148965.8389848737,purchase of commercial real estate
0,347807.995204421,64,average,1,widower/widow,2,F,pensioner,0,49668.76172903695,education
0,,35,average,1,married,0,M,employee,0,,to buy a car
0,-3229.9869172201043,43,average,1,married,0,F,employee,0,89065.479669363,used car deal
0,377731.1553329327,58,average,1,civil marriage,1,F,pensioner,0,96736.68845021992,for a wedding
0,-3792.447240982605,52,average,1,married,0,F,employee,0,190780.12854644613,used car deal
0,-3642.738846938599,47,average,1,Single/not married,4,F,civil servant,1,86657.35286292933,real estate
0,-743.6435478105118,31,average,1,Single/not married,4,M,employee,0,132745.55337079766,housing
0,-8932.350480716399,52,AVERAGE,1,married,0,M,employee,0,158260.8991508134,cars
1,-117.0346167164464,39,average,1,civil marriage,1,M,employee,1,106940.0266697042,your car
0,,58,higher,0,married,0,F,companion,0,,construction of your own real estate
0,386311.1412867204,63,average,1,civil marriage,1,F,pensioner,0,73352.76658294104,cars
0,,28,higher,0,civil marriage,1,F,companion,0,,get married
3,-128.93401083995855,31,average,1,Single/not married,4,M,companion,1,156995.48108637554,purchase of residential property
0,-1977.2646389282893,52,average,1,married,0,M,companion,1,390148.020974259,buying a rental property
0,-7169.050925516276,46,average,1,married,0,F,companion,0,50851.6128560916,buying your own home
1,-2033.5777598788416,34,average,1,married,0,F,companion,0,129085.31037796717,used car deal
0,-1719.801899511825,54,higher,0,divorced,3,F,employee,0,194192.50825583388,cars
1,-2518.7415620689067,28,average,1,Single/not married,4,F,companion,0,154031.15645361756,construction of your own real estate
0,352888.0236130628,59,average,1,married,0,F,pensioner,0,77056.99064829685,real estate
0,-159.98177415934316,52,higher,0,married,0,M,companion,0,116273.39170934404,to buy a car
0,-2613.3418798030825,62,average,1,civil marriage,1,F,employee,0,100114.45171318568,buying a rental property
0,-6233.818080997358,59,higher,0,civil marriage,1,M,companion,1,220279.1019037972,get married
0,380731.7859589909,59,Higher,0,married,0,M,pensioner,0,362784.9601816961,used car deal
0,,61,average,1,widower/widow,2,F,pensioner,0,,real estate transactions
0,-2222.382681698248,38,average,1,divorced,3,F,employee,0,109837.47405253824,education
0,-3143.965479158149,36,average,1,civil marriage,1,F,employee,0,114010.62467148095,real estate transactions
0,-3237.410105871388,55,higher,0,married,0,F,companion,0,477306.5986135359,purchase of residential property
2,-1453.8026142485276,37,higher,0,married,0,M,employee,0,155797.89508433724,automobile
0,-190.96038555190609,56,AVERAGE,1,married,0,M,employee,0,202579.1131168508,buying a home for a family
0,-1970.311944098818,29,average,1,civil marriage,1,F,companion,0,131036.30930751708,automobile
1,-2306.171209474201,31,higher,0,married,0,F,civil servant,0,86574.37885542196,real estate
0,-1858.299278274381,42,average,1,married,0,F,employee,0,189924.0088514292,purchase of residential property
2,-2152.409036014111,34,incomplete higher education,2,married,0,F,companion,0,187407.92764627305,real estate construction
1,-7297.699004679404,42,average,1,married,0,F,employee,0,179520.79973113383,purchasing a car
0,374693.3027952124,51,average,1,civil marriage,1,F,pensioner,0,45580.67850172825,real estate transactions
2,-1169.1419544720443,40,average,1,Single/not married,4,F,employee,0,98616.29742944616,to buy a used car
0,-5901.6535766172265,47,average,1,married,0,F,employee,0,196119.854007482,purchasing a car
2,-219.973855571324,25,average,1,married,0,F,employee,0,198221.05565800573,home purchase
0,329555.51345908485,59,higher,0,married,0,M,pensioner,0,93920.08595552674,pursue higher education
0,-14051.20262056069,65,AVERAGE,1,married,0,F,civil servant,0,258879.58061560284,buying a home for a family
2,-1931.8838800690328,31,higher,0,civil marriage,1,F,companion,0,558722.9228569254,wedding
0,-882.7903306043979,56,average,1,widower/widow,2,F,employee,0,82810.64061156753,engage in education
20,-2161.5915186437733,0,average,1,married,0,F,employee,0,199739.9413981783,to buy a car
0,,66,average,1,civil marriage,1,F,pensioner,0,,wedding
1,-824.0449478718085,28,AVERAGE,1,married,0,F,employee,0,58044.92511460232,commercial real estate transactions
0,364444.5412809685,61,average,1,Single/not married,4,F,pensioner,0,90281.68046887623,buying a home for a family
0,-153.0263905983143,51,average,1,married,0,M,employee,0,240859.67230708344,home renovation
0,-1013.7290800490769,29,average,1,married,0,M,employee,0,186348.1652807985,buying your own home
0,-327.9449369968205,24,average,1,civil marriage,1,M,civil servant,0,178485.86311530165,buying a property
1,,29,incomplete higher education,2,Single/not married,4,F,companion,0,,buying a home for a family
0,-4450.961868593519,48,HIGHER,0,married,0,F,companion,0,232467.99601507376,commercial real estate transactions
0,383857.9856405736,71,average,1,civil marriage,1,F,pensioner,0,148285.38452111903,get married
2,-1680.5578748101666,38,average,1,married,0,M,employee,0,208680.1673699129,to buy a car
